tweet_id,name,type,rating,stage,retweet_count,favorite_count,jpg_url
882627270321602560,Stanley,Pembroke,13,,6303,28327,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg
882268110199369728,Alfy,golden_retriever,13,,12013,45745,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg
881906580714921986,Rey,Weimaraner,12,,3516,24708,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg
881666595344535552,Gary,Saluki,13,,11026,51390,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg
881536004380872706,,Samoyed,14,pupper,16564,50326,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg
880872448815771648,,Pembroke,12,,3957,21667,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg
880465832366813184,Bella,golden_retriever,12,,6500,28997,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg
880221127280381952,Jesse,Chihuahua,12,,4398,27561,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg
880095782870896641,,miniature_pinscher,11,,4506,28085,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg
879862464715927552,Romeo,basset,13,,3615,22609,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg
879492040517615616,Bailey,German_short-haired_pointer,12,,3300,23778,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg
879415818425184262,Duddles,English_springer,13,,45655,107834,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg
879376492567855104,Jack,Labrador_retriever,12,,3239,17061,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg
879008229531029506,Beau,vizsla,13,,2793,19265,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg
878776093423087618,Snoopy,Italian_greyhound,13,puppo,4282,19708,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg
878281511006478336,Shadow,basset,13,,1338,7890,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg
878057613040115712,Emmy,French_bulldog,14,,7118,42743,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg
877736472329191424,Aja,Chesapeake_Bay_retriever,13,,19908,81450,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg
877556246731214848,Penny,basset,12,,3973,23188,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg
877316821321428993,Dante,Saluki,13,,5377,27835,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg
877201837425926144,Nelly,Pembroke,12,,5829,27661,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg
876838120628539392,Ginger,bloodhound,12,pupper,3493,21069,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg
876484053909872640,Benedict,golden_retriever,13,,2499,19086,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg
876120275196170240,Venti,Bernese_mountain_dog,13,,4872,28392,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg
875747767867523072,Goose,Labrador_retriever,13,,4478,25710,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg
875144289856114688,Nugget,Siberian_husky,13,,5114,22346,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg
875021211251597312,,West_Highland_white_terrier,12,,4895,25948,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg
874680097055178752,Cash,Labrador_retriever,12,,4825,28371,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg
874296783580663808,Jed,cocker_spaniel,13,pupper,4284,26563,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg
874057562936811520,,flat-coated_retriever,12,,4107,23061,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg
874012996292530176,Sebastian,Cardigan,13,puppo,10926,35406,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg
873580283840344065,,Newfoundland,13,,4110,24757,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg
873213775632977920,Sierra,vizsla,12,pupper,1656,7435,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg
872967104147763200,,Labrador_retriever,12,doggo,5632,27918,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg
872820683541237760,,pug,13,,3858,15006,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg
872620804844003328,Monkey,cocker_spaniel,13,,3871,21254,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg
872486979161796608,,Pembroke,12,,9365,41474,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg
872261713294495745,Harry,Labrador_retriever,13,,6606,34982,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg
872122724285648897,Kody,pug,12,,8493,35224,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg
871879754684805121,Lassie,Shetland_sheepdog,13,,11810,38995,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg
871762521631449091,Rover,Labrador_retriever,12,pupper,3641,20716,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg
871515927908634625,Napolean,komondor,12,doggo,3608,20687,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg
871032628920680449,Boomer,kelpie,13,,3972,23174,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg
870656317836468226,Cody,Pembroke,13,,2798,12767,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg
870374049280663552,Zoey,golden_retriever,13,,27502,84753,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg
870308999962521604,Rumble,Greater_Swiss_Mountain_dog,13,,4355,22375,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg
869772420881756160,Dewey,Pembroke,13,,10580,43546,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg
869702957897576449,Stanley,Pembroke,13,,6680,29014,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg
869596645499047938,Scout,Chihuahua,12,doggo,3300,16431,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg
869227993411051520,Gizmo,Pembroke,13,,4004,21052,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg
868880397819494401,Walter,French_bulldog,14,,12435,54897,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg
868622495443632128,,Labrador_retriever,13,,6234,28165,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg
868552278524837888,Cooper,whippet,12,,2219,10485,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg
867900495410671616,,Labrador_retriever,12,,4410,24905,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg
867774946302451713,Harold,Border_collie,13,,7740,35055,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg
867421006826221569,Shikha,Eskimo_dog,12,puppo,2673,16683,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg
867051520902168576,,Samoyed,13,,8367,33289,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg
866686824827068416,Lili,flat-coated_retriever,12,,3707,20002,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg
866450705531457537,Jamesy,French_bulldog,13,pupper,32705,106481,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg
866334964761202691,Coco,Samoyed,12,,15442,54493,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg
865718153858494464,Boomer,golden_retriever,13,,5975,26528,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg
865359393868664832,Sammy,Chesapeake_Bay_retriever,13,,5351,27416,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg
865006731092295680,Nelly,Pembroke,13,,8162,28978,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg
864279568663928832,Meatball,bull_mastiff,12,,3251,15134,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg
864197398364647424,Paisley,golden_retriever,13,,9552,31314,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg
863553081350529029,Neptune,Eskimo_dog,13,,4464,15875,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg
863432100342583297,Belle,Staffordshire_bullterrier,12,,5627,24734,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg
863079547188785154,,Lakeland_terrier,14,,1188,9068,https://pbs.twimg.com/media/C_pGRInUwAAmTY_.jpg
863062471531167744,Quinn,French_bulldog,13,,2664,8911,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg
862831371563274240,Zooey,Australian_terrier,13,,5421,19946,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg
862722525377298433,Dave,basset,11,,3782,17722,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg
862096992088072192,,chow,13,,24997,77714,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg
861383897657036800,Hobbes,Cardigan,13,,11456,37599,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg
861005113778896900,Burt,German_shepherd,12,,4093,17460,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg
860563773140209665,Lorenzo,Cardigan,13,,2317,7841,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg
860524505164394496,Carl,Bedlington_terrier,13,,5664,24590,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg
859924526012018688,Milky,French_bulldog,12,,4320,19962,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg
859851578198683649,Trooper,Labrador_retriever,13,,3762,16044,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg
859607811541651456,Zoey,golden_retriever,13,puppo,1695,19391,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg
859196978902773760,,malamute,12,,32589,94035,https://pbs.twimg.com/ext_tw_video_thumb/859196962498805762/pu/img/-yBpr4-o4GJZECYE.jpg
858843525470990336,,golden_retriever,13,doggo,3746,16242,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg
858471635011153920,Sophie,Pembroke,13,,5243,22528,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg
858107933456039936,Wyatt,golden_retriever,12,,3140,16459,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg
857989990357356544,Rosie,French_bulldog,12,,2790,16883,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg
857746408056729600,Thor,Labrador_retriever,13,,11452,35902,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg
857393404942143489,,malamute,13,,1772,6213,https://pbs.twimg.com/media/C-YSwA_XgAEOr25.jpg
857263160327368704,Oscar,Samoyed,13,,4903,20956,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg
857029823797047296,Zeke,golden_retriever,12,,4342,19838,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg
856543823941562368,Callie,Boston_bull,12,,3113,17075,https://pbs.twimg.com/media/C-MOEDCXYAEjp7o.jpg
856526610513747968,,Old_English_sheepdog,14,,2053,12412,https://pbs.twimg.com/media/C-L-aIYXgAIR0jY.jpg
856282028240666624,Cermet,Chihuahua,14,,6818,29007,https://pbs.twimg.com/media/C-If9ZwXoAAfDX2.jpg
855851453814013952,,flat-coated_retriever,13,doggopuppo,19118,47679,https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg
855459453768019968,,Blenheim_spaniel,12,,8946,31563,https://pbs.twimg.com/media/C98z1ZAXsAEIFFn.jpg
854732716440526848,Marlee,Pembroke,12,,6657,24116,https://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg
854482394044301312,Arya,Chihuahua,13,,7546,30979,https://pbs.twimg.com/media/C9u7MtmV0AA741s.jpg
854365224396361728,Einstein,Pembroke,13,,5123,19954,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg
854120357044912130,,black-and-tan_coonhound,14,pupper,8245,33792,https://pbs.twimg.com/media/C9px7jyVwAAnmwN.jpg
854010172552949760,,English_springer,11,doggofloofer,3419,17120,https://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg
853760880890318849,Alice,miniature_pinscher,12,,6350,30306,https://pbs.twimg.com/media/C9kq_bbVwAAuRZd.jpg
853639147608842240,,German_shepherd,13,,11198,37042,https://pbs.twimg.com/media/C9i8RhhXoAAdkMT.jpg
852912242202992640,Benny,Great_Dane,12,,2024,9610,https://pbs.twimg.com/media/C9YnKK3VoAAxn1E.jpg
852672615818899456,Aspen,golden_retriever,12,,2371,15869,https://pbs.twimg.com/media/C9VNNp1XkAEWRFb.jpg
852553447878664193,Jarod,bloodhound,13,,3858,17419,https://pbs.twimg.com/media/C9Tg1bPW0AkAMDI.jpg
852189679701164033,Sailor,Bernese_mountain_dog,12,,1733,12176,https://pbs.twimg.com/media/C9OV99SXsAEmj1U.jpg
851591660324737024,,Cardigan,11,,3808,17240,https://pbs.twimg.com/media/C9F2FG5WAAAJ0iN.jpg
850753642995093505,Kyle,pug,11,,10285,33213,https://pbs.twimg.com/media/C8576jrW0AEYWFy.jpg
850380195714523136,Leo,Yorkshire_terrier,13,,2894,13946,https://pbs.twimg.com/ext_tw_video_thumb/850380153985355777/pu/img/lFouhg-EZvJs8eMr.jpg
850145622816686080,Riley,kelpie,11,,4224,17454,https://pbs.twimg.com/media/C8xS655XkAAv9vo.jpg
850019790995546112,Boomer,Shetland_sheepdog,12,pupper,5429,21874,https://pbs.twimg.com/media/C8vgfTsXgAA561h.jpg
849776966551130114,,Chihuahua,12,,8366,32267,https://pbs.twimg.com/media/C8sDpDWWsAE5P08.jpg
849412302885593088,Noosh,schipperke,12,,3461,16978,https://pbs.twimg.com/media/C8m3-iQVoAAETnF.jpg
848690551926992896,,flat-coated_retriever,12,,4795,26990,https://pbs.twimg.com/media/C8cnjHuXsAAoZQf.jpg
848324959059550208,Odin,malamute,12,,4012,20143,https://pbs.twimg.com/media/C8XbDR1WAAAxND8.jpg
848212111729840128,Jerry,Bedlington_terrier,6,,3421,17545,https://pbs.twimg.com/media/C8V0aI5V0AAgO9m.jpg
847842811428974592,Rontu,Bernese_mountain_dog,12,,1513,5910,https://pbs.twimg.com/media/C8QkidrVYAQXQh7.jpg
847606175596138505,Cannon,Cardigan,12,,3756,20130,https://pbs.twimg.com/media/C8NNUDBUMAE0XxJ.jpg
847251039262605312,Furzey,Airedale,12,,4773,21935,https://pbs.twimg.com/media/C8IKUjAUwAEP-En.jpg
847157206088847362,Daisy,Staffordshire_bullterrier,11,,6528,21492,https://pbs.twimg.com/media/C8G0_CMWsAAjjAY.jpg
847116187444137987,,American_Staffordshire_terrier,11,,3564,23028,https://pbs.twimg.com/media/C8GPrNDW4AAkLde.jpg
846874817362120707,Tuck,Shetland_sheepdog,13,,4381,21597,https://pbs.twimg.com/media/C8C0JYHW0AAy-7u.jpg
846514051647705089,Barney,golden_retriever,13,doggo,12992,48198,https://pbs.twimg.com/media/C79sB4xXwAEvwKY.jpg
846153765933735936,Vixen,giant_schnauzer,13,,10154,34263,https://pbs.twimg.com/media/C74kWqoU8AEaf3v.jpg
846042936437604353,Jarvis,golden_retriever,12,,3206,17192,https://pbs.twimg.com/media/C72_iaUVUAEhZSn.jpg
845812042753855489,,Samoyed,13,,9815,31600,https://pbs.twimg.com/media/C7ztkInW0AEh1CD.jpg
845677943972139009,,chow,12,,5333,27040,https://pbs.twimg.com/media/C7xzmngWkAAAp9C.jpg
845397057150107648,Mimosa,Dandie_Dinmont,13,doggo,2056,8215,https://pbs.twimg.com/media/C7t0IzLWkAINoft.jpg
845306882940190720,Pickles,Irish_water_spaniel,12,pupper,6013,25123,https://pbs.twimg.com/media/C7siH5DXkAACnDT.jpg
844973813909606400,Brady,Labrador_retriever,12,,3597,16307,https://pbs.twimg.com/media/C7nzMwTV4AARz4t.jpg
844704788403113984,Luna,Labrador_retriever,13,,11580,41876,https://pbs.twimg.com/media/C7j-hkSW0AIxCZC.jpg
844223788422217728,Margo,Labrador_retriever,12,,2437,14700,https://pbs.twimg.com/media/C7dJCnqU4AAswat.jpg
843856843873095681,Sadie,Labrador_retriever,12,,5200,23113,https://pbs.twimg.com/media/C7X7Ui0XgAA3m19.jpg
843604394117681152,Hank,Labrador_retriever,11,,3066,18234,https://pbs.twimg.com/media/C7UVuE_U0AI8GGl.jpg
843235543001513987,Tycho,Pembroke,13,,6809,23218,https://pbs.twimg.com/media/C7PGQJAWwAAibui.jpg
842846295480000512,Charlie,Labrador_retriever,13,,4008,16380,https://pbs.twimg.com/media/C7JkO0rX0AErh7X.jpg
842535590457499648,Winnie,Pembroke,13,,3921,19561,https://pbs.twimg.com/media/C7FJpgVW4AIDzi6.jpg
842163532590374912,George,French_bulldog,12,,6521,26494,https://pbs.twimg.com/media/C6_3QgMWsAMNnAk.jpg
842115215311396866,Bentley,chow,12,,3363,15145,https://pbs.twimg.com/media/C6_LTCZWoAAKm_O.jpg
841680585030541313,Penny,Chihuahua,12,,8703,27739,https://pbs.twimg.com/media/C65AA7_WoAEGqA9.jpg
841439858740625411,,Labrador_retriever,14,,4138,13703,https://pbs.twimg.com/media/C61lFFiWoAAJdiL.jpg
841314665196081154,Max,Afghan_hound,13,,5283,17224,https://pbs.twimg.com/ext_tw_video_thumb/841311812641533952/pu/img/sBUGt8u76n9azPWI.jpg
841077006473256960,Dawn,Brittany_spaniel,12,,5956,24841,https://pbs.twimg.com/media/C6wbE5bXUAAh1Hv.jpg
840632337062862849,Maddie,golden_retriever,12,,1960,9722,https://pbs.twimg.com/media/C6qGphPV4AEKrdc.jpg
840268004936019968,Monty,Chesapeake_Bay_retriever,12,,6460,20863,https://pbs.twimg.com/media/C6k7SaEXUAg83_J.jpg
839990271299457024,Sojourner,Staffordshire_bullterrier,13,,2579,14575,https://pbs.twimg.com/media/C6g-sX-VsAAHfJ9.jpg
839549326359670784,Winston,Norwich_terrier,12,,8762,29844,https://pbs.twimg.com/media/C6atpTLWYAIL7bU.jpg
839239871831150596,Odie,Leonberg,13,,7375,29552,https://pbs.twimg.com/media/C6WUNadWYAAPxHv.jpg
838921590096166913,Arlo,Border_terrier,13,,2341,12135,https://pbs.twimg.com/media/C6Ryuf7UoAAFX4a.jpg
838561493054533637,Walter,kelpie,13,,1494,11849,https://pbs.twimg.com/media/C6MrOsEXQAENOds.jpg
838476387338051585,Stanley,Great_Pyrenees,13,,5452,24569,https://pbs.twimg.com/media/C6Ld0wYWgAQQqMC.jpg
838083903487373313,Daisy,chow,13,,3557,19124,https://pbs.twimg.com/media/C6F42cGUYAAIKsX.jpg
837820167694528512,,golden_retriever,12,pupper,8882,37150,https://pbs.twimg.com/media/C6CI_jbVAAA3-a1.jpg
837471256429613056,Vincent,Norwegian_elkhound,12,,2611,13909,https://pbs.twimg.com/media/C59LpELWUAEUmYh.jpg
837366284874571778,Lucy,American_Staffordshire_terrier,13,,5969,22964,https://pbs.twimg.com/media/C57sMJwXMAASBSx.jpg
837110210464448512,Clark,Siberian_husky,13,pupper,2718,17408,https://pbs.twimg.com/media/C54DS1kXQAEU5pS.jpg
836260088725786625,Lucy,borzoi,13,,4832,23100,https://pbs.twimg.com/media/C5r-G2IUwAA6KBY.jpg
836001077879255040,,Samoyed,13,,4901,20840,https://pbs.twimg.com/media/C5oSiskU0AE8sJ_.jpg
835574547218894849,Eli,Staffordshire_bullterrier,11,,4097,19379,https://pbs.twimg.com/media/C5iOnigWcAAU3Ry.jpg
835297930240217089,Ash,Rottweiler,12,,3368,17791,https://pbs.twimg.com/media/C5eTCOVUsAAWhvc.jpg
835264098648616962,Lola,Chesapeake_Bay_retriever,12,,1930,8467,https://pbs.twimg.com/media/C5d0QtvXMAI_7uz.jpg
835172783151792128,,Border_collie,12,,6493,28461,https://pbs.twimg.com/media/C5chM_jWAAQmov9.jpg
835152434251116546,,American_Staffordshire_terrier,0,,3425,24478,https://pbs.twimg.com/media/C5cOtWVWMAEjO5p.jpg
834931633769889797,Tucker,soft-coated_wheaten_terrier,12,,1872,11791,https://pbs.twimg.com/media/C5ZF4p-XEAEmApg.jpg
834786237630337024,Tobi,Border_terrier,13,,6132,22874,https://pbs.twimg.com/media/C5XBp19WYAA5a_v.jpg
834574053763584002,,golden_retriever,13,doggo,2868,14939,https://pbs.twimg.com/media/C5UAqgyXAAAbMWH.jpg
834458053273591808,Chester,Rhodesian_ridgeback,12,,1893,10482,https://pbs.twimg.com/media/C5SXK89XUAQg7GX.jpg
834209720923721728,Wilson,golden_retriever,12,,5442,22505,https://pbs.twimg.com/media/C5O1UAaWIAAMBMd.jpg
833863086058651648,Bentley,kuvasz,12,,2717,14594,https://pbs.twimg.com/media/C5J6DIpWQAEosSz.jpg
833826103416520705,Charlie,Chihuahua,13,,3886,16661,https://pbs.twimg.com/media/C5JYaYoVYAAcEQw.jpg
833722901757046785,Bronte,West_Highland_white_terrier,13,,3626,22501,https://pbs.twimg.com/media/C5H6jmgW8AAevqq.jpg
833479644947025920,Poppy,golden_retriever,13,,2345,16193,https://pbs.twimg.com/media/C5EdT4jWEAARv2C.jpg
833124694597443584,Gidget,Cardigan,12,pupper,5490,22062,https://pbs.twimg.com/media/C4_ad1IUoAEspsk.jpg
832998151111966721,Rhino,boxer,13,doggo,2508,14506,https://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg
832757312314028032,Willow,Cardigan,13,,4109,18356,https://pbs.twimg.com/media/C46MWnFVYAUg1RK.jpg
832636094638288896,Orion,Eskimo_dog,12,,3202,17310,https://pbs.twimg.com/media/C44eG7oUMAAA4Ss.jpg
832397543355072512,Eevee,Pekinese,12,,2533,13067,https://pbs.twimg.com/media/C41FIiAW8AA7lMr.jpg
832369877331693569,Charlie,kelpie,11,,3634,18715,https://pbs.twimg.com/media/C40r_GDWAAA5vNJ.jpg
832273440279240704,Smiley,Pembroke,14,doggo,2657,12339,https://pbs.twimg.com/ext_tw_video_thumb/832273373149413377/pu/img/qOqxM0b48fEarmq6.jpg
832032802820481025,Miguel,whippet,12,doggo,4720,13826,https://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg
831939777352105988,Emanuel,Pomeranian,12,doggo,6992,26297,https://pbs.twimg.com/media/C4uk0EWWQAAaZm1.jpg
831911600680497154,Kuyu,bloodhound,14,,7409,30248,https://pbs.twimg.com/media/C4uLLGuUoAAkIHm.jpg
831670449226514432,Daisy,Pembroke,13,,2053,11439,https://pbs.twimg.com/media/C4qv3JUW8AADirb.jpg
831650051525054464,Blue,Eskimo_dog,13,,2226,7868,https://pbs.twimg.com/media/C4qdThOWAAI3WX3.jpg
